,X,Y
0,280.100272649924,374.28005181137337
1,364.2281273484927,374.92043198531826
2,374.74419225224455,375.0
3,374.872114585348,368.46326322083485
4,196.235424791494,360.5779233838708
5,217.26622553584406,360.7222218362072
6,364.4842673620497,361.8469584269965
7,375.0,361.9265023155348
8,196.3661898431098,354.02330913384606
9,217.39665832160586,354.1856539400294
10,322.5502559406516,354.9910327957284
11,196.496917976274,347.48676536382027
12,217.52705418902104,347.64908604386017
13,354.22497008500636,348.69384447556246
14,364.7403335387561,348.7734848686662
15,196.62764610943822,340.9501974676425
16,249.20224827282604,341.3551547527925
17,354.3531139286092,342.15710769639725
18,217.9180941174605,328.0393582292004
19,333.579745342623,328.9241362165852
20,365.1242482117153,329.16322627889224
21,207.53401257322827,321.42172649757237
22,365.2522074632179,322.6264894997271
23,270.7501284392122,315.36982865807875
24,344.3510642178295,315.9304960604894
25,354.8655785478759,316.01016057973663
26,365.3800928778699,316.0897285944184
27,186.76688320056743,308.1952449498219
28,197.2808806727121,308.26745449134467
29,207.78029536804252,308.3576138821488
30,239.33712899013676,308.5913479410358
31,249.85123721753112,308.67207401051985
32,281.393746491867,308.91357668696264
33,165.87002249219933,301.48687479999717
34,334.093354432943,302.77728560449
35,271.13832564913935,295.75988370813604
36,323.85089195647373,289.6330259469921
37,239.85660810963395,282.4449074733544
38,166.5251398949801,268.8042283282647
39,177.03810365126873,268.88560580355465
40,303.1951454637447,269.85393261897315
41,313.70840456743576,269.9339349042036
42,313.83699143214227,263.3972463773169
43,324.3500659436806,263.47712803183845
44,292.9397615394687,256.70045677541236
45,166.91795190767667,249.19462114431383
46,198.45532952128883,249.4383434257872
47,314.09409132465225,250.32382107127353
48,146.02437693887197,242.4951052884166
49,167.04882771454209,242.65807737427954
50,314.2226043525081,243.78710841825188
51,146.1555850115389,235.95858564452578
52,230.25264974592315,236.6078683646852
53,230.38245491853348,230.07125221622897
54,293.45517963249733,230.55370266789112
55,293.58395108930404,224.01699001486944
56,125.52605059862401,216.1857409871506
57,241.1537737937399,217.07864948422656
58,262.1773016089086,217.23961910034183
59,241.28339437424995,210.54200920962683
60,262.3065530052181,210.7029546995986
61,262.435767483076,204.1662902988639
62,231.03129618953736,197.38812322166936
63,252.05375337045098,197.5492375946285
64,231.160990606898,190.85148294706963
65,220.7797886996296,184.2341648552814
66,241.80154443048866,184.3954239851015
67,220.9096307906915,177.69752458067308
68,252.5710543029864,171.40257999167267
69,210.6588985875839,164.54351796201527
70,273.72117538805264,165.02649918878296
71,210.7888145154964,158.006901813559
72,231.80913042789985,158.16828157407951
73,189.8988206336051,151.3084957601685
74,210.9187304434089,151.47028566510278
75,252.95880849191488,151.79258678945152
76,179.51928005534415,144.6908640285405
77,242.57812344249578,145.17550995908115
78,179.64963900425533,138.15427200622776
79,200.6688473640046,138.3162307941494
80,211.17845154387925,138.3970533681903
81,221.6880926422054,138.47775531152232
82,200.79883712876767,131.77961464569316
83,211.3082936349411,131.86041309359058
84,169.40108498810952,125.0
85,206.48955348941467,373.71419728853004
86,217.0053230458165,373.79533350241076
87,227.52109260216585,373.87639733786096
88,238.0368990770192,373.95734054261084
89,248.5527055518201,374.0381872427953
90,259.0685489450201,374.1189133122622
91,269.58439233827255,374.19954287717223
92,290.61618988002704,374.360464241009
93,301.13210711007764,374.44078016607074
94,311.6480612585798,374.520999586567
95,322.1640154070819,374.6010983763715
96,332.6800064740355,374.6810765354585
97,343.1960344593358,374.76098231611496
98,353.7120624446885,374.8407433399276
99,196.1046228214792,367.0963966739147
100,206.6348274809416,367.18667669541924
101,217.1357927500298,367.258789732385
102,227.6513777142789,367.33980531554823
103,238.1669995969795,367.42074852029805
104,248.68265839813165,367.501571094339
105,259.1983171992314,367.58229716380595
106,269.7140129187826,367.66290260257244
107,280.2297086383338,367.7434115367736
108,290.7454412762841,367.82382396640935
109,301.26121083268595,367.9041157653361
110,311.7769803890877,367.98431105969746
111,322.29278686388864,368.0644098494848
112,332.8086302571411,368.14438800857175
113,343.324473650341,368.2242696630933
114,353.8403170435935,368.3040306869059
115,364.356197355245,368.3836952061531
116,206.7508251636428,360.6410856223265
117,227.78166282639194,360.803237419379
118,238.29710011699228,360.8841564979854
119,248.81257432599168,360.9649790720177
120,259.32808545344267,361.0456810153497
121,269.8435965808935,361.12628645411627
122,290.8747295909926,361.28718369180956
123,301.3903145552942,361.36745136459285
124,311.9058995195958,361.44764665895417
125,322.4215214022963,361.52772132260657
126,332.9664195938227,361.5805816986448
127,343.4528759228948,361.6875570100716
128,353.9685716424985,361.7672939077493
129,206.8814056231583,354.10451772615727
130,227.91191102010592,354.2666695232012
131,238.42720063700506,354.34756447566406
132,248.94249025390417,354.4283629235615
133,259.45781678920235,354.5090648668935
134,269.9731802429521,354.58964617951654
135,291.003944068903,354.7505192910749
136,301.5193444410519,354.83078696385815
137,312.0347817316522,354.910958132076
138,333.065730149651,355.0709868286805
139,343.5812412771019,355.14179705398294
140,354.0967524045529,355.230581254719
141,364.61233736880195,355.3102216478313
142,207.01194916422222,347.56797395612296
143,228.04212229536836,347.73007750088846
144,238.55726423856626,347.81097245335127
145,249.0723692633651,347.8917709012487
146,259.58754812501456,347.97244871843725
147,270.102726986664,348.0439827280019
148,280.61794276671253,348.13349071298296
149,291.133158546761,348.2138548903231
150,301.64841124520865,348.29412256311497
151,312.1636639437087,348.3742696051893
152,322.67895356060774,348.4543201427067
153,333.19428009595845,348.53427417565024
154,343.70960663125663,348.6141075778934
155,207.14252962368522,341.03140605994514
156,228.1723335706308,341.1934854785757
157,238.68729092172845,341.2743804310386
158,259.7172425423752,341.43583256998096
159,270.23223681187187,341.51638975646915
160,280.7472679998201,341.5968504383832
161,291.2623361062199,341.67721461573194
162,301.7774042125672,341.75745816238026
163,312.29250923736606,341.8376052044546
164,322.807651180564,341.91763161582
165,333.32279312376187,341.99756152262853
166,343.83793506695974,342.07739492486314
167,196.75833732420335,334.4136536976168
168,207.2730362463501,334.49483816377597
169,238.81728068649153,334.73776428258236
170,249.33209036388791,334.81853860433625
171,259.84690004128436,334.8991922953898
172,270.3617466371323,334.97974948186936
173,280.8766301513793,335.0602101637835
174,291.39151366562635,335.1405502149973
175,301.90639717992576,335.2207696354935
176,312.42135453102344,335.3009166775764
177,322.9362749636695,335.3809430889419
178,343.9662635027154,335.54068227184143
179,354.4812577722645,335.6203709172321
180,207.40354286901496,327.9582943937416
181,238.94730736965369,328.2011722602696
182,249.46193245494982,328.28192245588
183,259.99117723545925,328.3625761469336
184,270.49121954394116,328.44310920726963
185,281.00591846608785,328.52354576304884
186,291.52065430668614,328.603885814254
187,302.03539014723196,328.6841052347589
188,312.55012598783026,328.7642281506897
189,323.0649356652266,328.84423043592017
190,344.09455502001947,329.0039454926763
191,249.59170070916105,321.7453063074238
192,260.106178120756,321.82593587233384
193,270.6206924508024,321.9064689326699
194,281.13520678079647,321.9869054884491
195,291.6497580292944,322.0672214135194
196,302.16434619613904,322.14741670787214
197,323.19352252993315,322.307541909042
198,333.70818453362835,322.3874235635636
199,344.22280961892443,322.4672087135111
200,354.7375085410712,322.5468973589018
201,207.6644822774416,314.88515860139455
202,249.7215058817714,315.20869015896756
203,260.23579870126605,315.2893197238776
204,281.26449509555744,315.4502410877059
205,291.7788617519027,315.53055701277617
206,302.293265326647,315.6107523071375
207,333.83658680623455,315.8507109105419
208,218.3089494537996,308.4296062883971
209,260.36538236332456,308.7526794492779
210,270.8795644275695,308.833188383479
211,302.422184457155,309.0740637802593
212,312.93644035819807,309.15413844391173
213,323.45069625929364,309.2341166029987
214,333.96498907878834,309.3139982575117
215,176.38379845373973,301.5683246537177
216,186.89761133378414,301.64965387672925
217,197.4114611322276,301.7308865951668
218,218.4391976475136,301.8930383922193
219,239.46704491804925,302.0547559187231
220,249.98096855334333,302.1354578620551
221,260.494966025488,302.21603917467814
222,271.0089634975802,302.2965481088793
223,281.52296096972486,302.3769364123715
224,292.03699536021617,302.45720408515473
225,302.5510666692114,302.5373752533726
226,313.06513797815427,302.61744991702494
227,323.57924620554866,302.6974280761119
228,166.00108289116505,294.95035515610635
229,176.5147111790567,295.0317808836834
230,187.02833946694835,295.1131101066949
231,197.54204159169058,295.19431869899756
232,208.05570679803378,295.2754307867348
233,218.56944584117508,295.36546954683
234,229.08314796591736,295.43734132236943
235,239.5969239275102,295.5181397702668
236,250.11069988910305,295.59884171359886
237,260.62451276909496,295.6794230262219
238,281.65217544758286,295.8402720116282
239,292.16602524597386,295.9205396844201
240,302.6799119628688,296.0006867264944
241,313.19383559811047,296.0807613901468
242,323.7077592334045,296.16071542309027
243,334.22171978709764,296.24054882533335
244,166.13214329013076,288.41383551221554
245,176.64558698592214,288.49523711364907
246,187.15906760011256,288.5765422105171
247,197.67254821435546,288.65775080282833
248,208.18606574699743,288.738862890557
249,218.69962019809094,288.81985434759383
250,229.21317464907952,288.90074930005665
251,239.72676601857205,288.9815236218106
252,250.2403943064637,289.06220143899907
253,260.7540225943554,289.1427827516221
254,271.2676878006986,289.2232434335449
255,281.78135300698926,289.30360761089355
256,292.2950551317315,289.3838511575333
257,302.80875725652623,289.46402232575116
258,313.32249629966753,289.54404873712514
259,166.2631667706974,281.8772917421812
260,176.77642587438848,281.9586933436233
261,187.2897588148777,282.0399984404914
262,197.8030917554194,282.1211829066505
263,208.31642469596108,282.2022708682442
264,218.8297945549018,282.2832623252725
265,229.34320133224165,282.3641331516004
266,250.38758805594904,282.52558529054284
267,260.88353241961573,282.60614247703097
268,271.39701303380616,282.6866031589451
269,281.91049364804906,282.7669432101503
270,292.4240480990901,282.8471867567987
271,302.93756563173207,282.927333798873
272,313.4511570012246,283.007360210247
273,323.9647483706648,283.0872901170469
274,166.40877302802585,275.3407720982904
275,176.9218844580157,275.422149573589
276,187.4204131112438,275.5034546704571
277,197.9335614596327,275.5846150104727
278,208.44674672647318,275.665702972075
279,218.95996891171274,275.7466703029598
280,229.47319109700476,275.8275411292791
281,239.98645020064333,275.9082913249067
282,250.49970930433443,275.98894501594316
283,261.0130053264246,276.0695022024313
284,271.5263013485147,276.14993875820187
285,282.0396342890564,276.2302788094156
286,292.55300414799717,276.3213549935957
287,303.06637400693796,276.3906211458513
288,313.5797807843302,276.4706475572167
289,324.09322448012153,276.5505774640253
290,156.0122130570905,268.7227543484007
291,187.55106740755738,268.96688677427926
292,198.06403116384604,269.0480471143035
293,208.57706875703775,269.1291109497537
294,219.09010635017705,269.21007828064705
295,229.6031439433163,269.2909249808229
296,240.11621845485462,269.3716751764419
297,250.62932988484448,269.45230474135195
298,261.14244131483434,269.5328619278315
299,271.65558966327575,269.6132743574672
300,282.16877493006376,269.6936144086724
301,292.68196019690424,269.77383382917725
302,324.2216267526753,270.0138406848601
303,156.1433472929068,262.18623470450984
304,187.68168478547193,262.43031887811003
305,198.19450086811185,262.51147921813424
306,208.70735386915084,262.59254305358445
307,219.2202068701373,262.6734862583343
308,229.73309678962784,262.75430883236663
309,240.2459867090659,262.83505902798566
310,250.75891354695548,262.9156885928957
311,261.2718773032441,262.99619752708827
312,271.78484105953277,263.0766099567239
313,282.297841734273,263.1569258817942
314,292.81087932741224,263.23714530229904
315,303.3239169205515,263.3172440920864
316,145.76188695668753,255.5681445761982
317,156.27444461032405,255.64971506061906
318,177.29963375450023,255.81251826349467
319,187.8122652449874,255.89377510807574
320,198.3249336539261,255.97491132195643
321,208.8376020628648,256.0559510312717
322,219.35030739015008,256.13687010987803
323,229.86301271748783,256.21771681005396
324,240.37575496327713,256.29841875338593
325,250.888497209014,256.379048318296
326,261.40127637320234,256.4595572524971
327,271.91409245584225,256.5182561547738
328,282.4269085384297,256.620261481051
329,303.45265145895917,256.78055556520826
330,135.38075888621725,248.94995794331254
331,145.89313194775352,249.0316249323074
332,156.40554192774133,249.11317129058477
333,177.43039880606352,249.27597449346035
334,208.96785025652628,249.5193590089504
335,219.48037099176378,249.60027808755677
336,230.06311056610411,249.6666249766974
337,240.59907449944163,249.79072984859533
338,251.018080871125,249.8424080437048
339,261.53067544321306,249.9229169778974
340,272.04330693370025,250.00330528138954
341,282.55597534263893,250.08359708031634
342,293.06864375152514,250.16376824853415
343,303.58134907891537,250.24384291218655
344,125.0,242.33172305814844
345,135.51218846943598,242.41346242556523
346,156.53660232670703,242.57665164670254
347,219.61039767492593,243.06368606524404
348,230.1227707364622,243.14448451314144
349,240.63518071639754,243.22518645647344
350,251.14759069633288,243.30576776909652
351,261.66003759477223,243.3862525771627
352,272.17252141155814,243.46664088064634
353,282.68500522839656,243.54690855343816
354,293.19752596363406,243.627079721656
355,303.71004669887157,243.7071543853084
356,125.13154033846843,235.79522754040113
357,135.64354421580413,235.87696690781792
358,240.7648751337582,236.6885461818737
359,251.27710052164574,236.76912749449676
360,261.78939974633136,236.84958817641945
361,272.30169897101706,236.92997647991166
362,282.8139981957027,237.01022002655145
363,293.32633433883996,237.09039119476927
364,303.83870740037617,237.17044173228675
365,125.26308067693684,229.25873202265382
366,135.77489996217227,229.3404472639271
367,240.8945326327198,230.15190590728253
368,251.40661034685363,230.23248721990558
369,261.91872497943905,230.3129479018197
370,272.43083961202444,230.39328795302492
371,282.9429911630613,230.47355562581674
372,241.02415321322985,223.6152897588263
373,251.53608325371496,223.69582281916234
374,262.0480132942,223.77628350107648
375,272.5599802530842,223.85662355229027
376,251.66551924212473,217.1591825445626
377,272.6890839756925,217.31995915154704
378,283.2009032608754,217.40017857205186
379,293.71272254611085,217.48030148799126
380,251.79495523048203,210.62254226997146
381,272.8181876983008,210.78327062466886
382,283.32982239138346,210.8634900451737
383,293.84145708446613,210.94358883496102
384,241.4129411179094,204.0053689350271
385,251.92435430049272,204.08587786922823
386,272.9472175840584,204.24660622393418
387,283.45870460343986,204.32680151828697
388,293.9701916228738,204.40690030808287
389,304.4817155607068,204.48687846716984
390,241.54248786156887,197.46872866042736
391,262.564981960934,197.62962589812068
392,273.0762843882152,197.70991769704744
393,283.58758681549637,197.79011299140876
394,294.09888924282996,197.8701876550612
395,241.67203460528077,190.93208838583618
396,252.1831155220101,191.01257319389381
397,262.6941964388444,191.092961497386
398,273.2053142739728,191.1732532963128
399,283.71643210915374,191.2534244645306
400,294.22758686278615,191.333499128183
401,231.2906481058596,184.3148426724699
402,252.31244075517023,184.47590879315058
403,262.8233739982509,184.55629709664277
404,273.33430724133143,184.63656476942603
405,231.4203056047687,177.77820239787016
406,241.93101733735,177.8587837104932
407,252.44176598827787,177.9392443924159
408,262.9525146392582,178.01960856975603
409,273.4632632902385,178.09987624254788
410,242.06049024421128,171.32214343590203
411,263.0816183618665,171.48294416902138
412,273.5922193391456,171.5631877156697
413,242.1899262325686,164.7854790351588
414,252.7003056992959,164.86591559093802
415,263.21072208447475,164.9462556421432
416,221.29897247172437,158.08765200916946
417,242.31936222097838,158.24883876055907
418,252.8295570956054,158.32925119019478
419,263.339825807083,158.40959124139997
420,179.38888418792897,151.2274560508618
421,221.42870380748408,151.5510117345697
422,231.93871409001082,151.6316412994712
423,242.4487612909366,151.7121743598244
424,190.02903190886752,144.77190373785578
425,200.53878376244336,144.85284694260562
426,211.0486094528698,144.93366951664655
427,221.55839822484472,145.01439558611347
428,232.06826083367025,145.09500102488002
429,169.14007174283225,138.07315991849055
430,190.15924318412996,138.23531171554305
431,169.2705783654971,131.53656789617781
